tweet_id,text,created_at,author_id,retweet_count,reply_count,like_count,quote_count
1913171407833379034,"RT @omoalhajaabiola: Master in Business Analytics

An in-depth Data Science course for Data and Business Analyst covering data analysis, an…",2025-04-18 10:03:03+00:00,1185728337873899520,6,0,0,0
1913171220226277705,"→ Context. 
→ Full datasets. 
→ The studies that didn’t make the news.  

We like to think science is about truth. 
But too often, it’s about which data gets attention. 2/",2025-04-18 10:02:18+00:00,282965354,0,1,0,0
1913171217328021684,"I'm a scientist.  
Every time I see a viral headline claiming 
“Science proves X is dangerous”, I hesitate. 
 
Not because I doubt the data. 

But because I know what’s missing. 🧵1/",2025-04-18 10:02:17+00:00,282965354,0,1,0,0
1913171215172141355,@Aruu2578 Lol 😂 umm well hey data science guy this side..!! Wanna connect?,2025-04-18 10:02:17+00:00,1912298092046802944,0,0,0,0
1913171038612918426,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 10:01:35+00:00,1890964286228353024,722,0,0,0
1913171029855187045,RT @clcoding: Python Libraries for Data Science https://t.co/pR8JfN0L2F,2025-04-18 10:01:33+00:00,2803257085,212,0,0,0
1913170983491608942,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 10:01:22+00:00,1519039071783251968,722,0,0,0
1913170822983807450,"RT @TheProjectUnity: 🚨Did The U.S Government Just Admit They Have FREE-ENERGY Technology?!

The 13th Director of the White House Office for…",2025-04-18 10:00:43+00:00,1597269171833868291,460,0,0,0
1913170753928802475,"10. Understanding the World Through Data  

Topics:  
- Python programming and the Colab notebook programming environment  
- Dependent and independent variables  
- Relationships between data using linear and polynomial regression models

Link: https://t.co/ksyyXWUN9g https://t.co/jWBeKTsCjR",2025-04-18 10:00:27+00:00,1453648680284835845,0,1,1,0
1913170733254967510,"4. The Science of Uncertainty and Data

Topics:  
- Probabilistic Calculations  
- Basics of Probabilistic Models  
- Introduction to Inference Methods  
- Random Variables and Their Distributions  

Link: https://t.co/pmHwZvcJFz https://t.co/bIYGnCmhnW",2025-04-18 10:00:22+00:00,1453648680284835845,0,1,1,0
